0,166,191
1,165,192
2,164,193
3,163,193
4,162,193
5,161,193
6,160,193
7,159,193
8,158,193
9,157,193
10,156,193
11,155,193
12,154,193
13,153,193
14,152,193
15,151,193
16,150,193
17,149,193
18,148,193
19,147,193
20,146,193
21,145,193
22,144,193
23,143,193
24,142,193
25,141,193
26,140,193
27,139,193
28,138,193
29,137,193
30,136,193
31,135,193
32,134,193
33,133,193
34,132,193
35,131,193
36,130,193
37,129,193
38,128,193
39,127,193
40,126,193
41,125,193
42,124,193
43,123,193
44,122,193
45,121,193
46,120,193
47,119,193
48,118,193
49,117,193
50,116,193
51,115,193
52,114,193
53,113,193
54,112,193
55,111,192
56,110,191
57,109,190
58,108,189
59,107,188
60,106,187
61,105,186
62,104,185
63,103,184
64,102,183
65,101,182
66,100,181
67,99,180
68,98,179
69,97,178
70,96,177
71,95,176
72,94,175
73,93,174
74,92,173
75,91,172
76,90,171
77,89,170
78,88,169
79,87,168
80,86,167
81,85,166
82,84,165
83,83,164
84,82,163
85,81,162
86,80,161
87,79,161
88,78,161
89,77,161
90,77,160
91,77,159
92,77,158
93,77,157
94,77,156
95,77,155
96,77,154
97,77,153
98,77,152
99,77,151
100,77,150
101,77,149
102,77,148
103,77,147
104,77,146
105,77,145
106,77,144
107,77,143
108,77,142
109,77,141
110,77,140
111,77,139
112,77,138
113,77,137
114,77,137
115,77,137
116,77,137
117,77,137
118,77,137
119,77,137
120,77,137
121,77,137
122,77,137
