map1.txt
1.57,0.78,1.57,0.78,1.57,
1.48305,0.854949,1.71453,1.0498,1.98566,
1.3961,0.929899,1.85907,1.31959,2.40133,
1.30914,1.00485,2.0036,1.58939,2.81699,
1.22219,1.0798,2.14813,1.85918,3.23265,
1.13524,1.15475,2.29267,2.12898,3.64831,
1.04829,1.2297,2.4372,2.39877,4.06398,
0.961335,1.30465,2.58174,2.66857,4.47964,
0.874383,1.37959,2.72627,2.93837,4.8953,
0.652011,1.53568,2.94393,3.21078,4.62896,
0.429638,1.69176,3.16159,3.48319,4.36263,
0.392,2.35,3.14,2.82,4.71,
